,year,make,model,VClass,cylinders,displ,2D PassVol,2D LuggVol,4D PassVol,4D LuggVol,HatchPassVol,HatchLuggVol,drive,CombCityHwy MPG,CombCHW_Cost100miles,AggCombMPG,AggCombCHW_Cost100miles,HW mpg@55,HW@55_Cost100miles,HW mpg@65,HW@65_Cost100miles,HW mpg@75,HW@75_Cost100miles,HW mpg@85,HW@85_Cost100miles,HW mpg@95,HW mpg@105
39729,2023,Toyota,Highlander,Small Sport Utility Vehicle 2WD,4.0,2.4,0,0,0,0,0,0,Front-Wheel Drive,25,16.0,20,20.0,29,13.79,26,15.38,23,17.39,20,20.0,17,14
39730,2023,Lexus,NX 250 AWD,Small Sport Utility Vehicle 4WD,4.0,2.5,0,0,0,0,0,0,All-Wheel Drive,28,14.29,22,18.18,32,12.5,28,14.29,24,16.67,21,19.05,18,15
39731,2023,Lexus,NX 350h AWD,Small Sport Utility Vehicle 4WD,4.0,2.5,0,0,0,0,0,0,All-Wheel Drive,39,10.26,31,12.9,37,10.81,33,12.12,29,13.79,25,16.0,21,17
39733,2023,Lexus,NX 350 AWD,Small Sport Utility Vehicle 4WD,4.0,2.4,0,0,0,0,0,0,All-Wheel Drive,25,16.0,20,20.0,29,13.79,26,15.38,23,17.39,20,20.0,17,14
39734,2023,Lexus,NX 350 AWD,Small Sport Utility Vehicle 4WD,4.0,2.4,0,0,0,0,0,0,All-Wheel Drive,25,16.0,20,20.0,28,14.29,25,16.0,22,18.18,19,21.05,16,13
39735,2023,Mercedes-Benz,AMG GLC43 4matic  Coupe,Small Sport Utility Vehicle 4WD,6.0,3.0,0,0,0,0,0,0,All-Wheel Drive,20,20.0,16,25.0,24,16.67,21,19.05,18,22.22,15,26.67,13,11
39736,2023,Mitsubishi,Outlander Sport 4WD,Small Sport Utility Vehicle 4WD,4.0,2.0,0,0,0,0,0,0,4-Wheel Drive,26,15.38,20,20.0,29,13.79,26,15.38,23,17.39,20,20.0,17,14
39737,2023,Mitsubishi,Outlander Sport 4WD,Small Sport Utility Vehicle 4WD,4.0,2.4,0,0,0,0,0,0,4-Wheel Drive,25,16.0,20,20.0,28,14.29,25,16.0,22,18.18,19,21.05,16,13
39738,2023,Toyota,Highlander AWD,Small Sport Utility Vehicle 4WD,4.0,2.4,0,0,0,0,0,0,All-Wheel Drive,24,16.67,19,21.05,28,14.29,25,16.0,22,18.18,19,21.05,16,13
39739,2023,BMW,Alpina XB7,Standard Sport Utility Vehicle 4WD,8.0,4.4,0,0,0,0,0,0,All-Wheel Drive,17,23.53,13,30.77,20,20.0,18,22.22,16,25.0,14,28.57,12,10
39740,2023,Toyota,Highlander Hybrid AWD LTD/PLAT,Standard Sport Utility Vehicle 4WD,4.0,2.5,0,0,0,0,0,0,All-Wheel Drive,35,11.43,28,14.29,34,11.76,30,13.33,26,15.38,22,18.18,19,16
39741,2023,Toyota,Highlander Hybrid AWD,Standard Sport Utility Vehicle 4WD,4.0,2.5,0,0,0,0,0,0,All-Wheel Drive,35,11.43,28,14.29,35,11.43,31,12.9,27,14.81,23,17.39,20,17
39742,2023,Ford,F150 Pickup 2WD,Standard Pickup Trucks 2WD,6.0,2.7,0,0,0,0,0,0,Rear-Wheel Drive,21,19.05,16,25.0,25,16.0,22,18.18,19,21.05,16,25.0,13,11
39744,2023,Ford,F150 Pickup 2WD,Standard Pickup Trucks 2WD,6.0,2.7,0,0,0,0,0,0,Rear-Wheel Drive,22,18.18,17,23.53,26,15.38,23,17.39,20,20.0,17,23.53,14,11
39745,2023,Ford,F150 Pickup 2WD,Standard Pickup Trucks 2WD,6.0,3.5,0,0,0,0,0,0,Rear-Wheel Drive,21,19.05,16,25.0,24,16.67,21,19.05,18,22.22,15,26.67,13,11
39746,2023,Ford,F150 Pickup 2WD FFV,Standard Pickup Trucks 2WD,6.0,3.3,0,0,0,0,0,0,Rear-Wheel Drive,20,20.0,16,25.0,23,17.39,20,20.0,17,23.53,14,28.57,12,10
39747,2023,Ford,F150 Pickup 2WD FFV,Standard Pickup Trucks 2WD,6.0,3.3,0,0,0,0,0,0,Rear-Wheel Drive,21,19.05,16,25.0,24,16.67,21,19.05,18,22.22,15,26.67,13,11
39748,2023,Ford,F150 Pickup 2WD FFV,Standard Pickup Trucks 2WD,8.0,5.0,0,0,0,0,0,0,Rear-Wheel Drive,20,20.0,16,25.0,25,16.0,22,18.18,19,21.05,16,25.0,13,11
39749,2023,Ford,F150 Pickup 2WD FFV,Standard Pickup Trucks 2WD,8.0,5.0,0,0,0,0,0,0,Rear-Wheel Drive,19,21.05,15,26.67,24,16.67,21,19.05,18,22.22,15,26.67,13,11
39750,2023,Ford,F150 Pickup 2WD HEV,Standard Pickup Trucks 2WD,6.0,3.5,0,0,0,0,0,0,Rear-Wheel Drive,25,16.0,20,20.0,25,16.0,22,18.18,19,21.05,16,25.0,13,11
39751,2023,Ford,Ranger 2WD,Standard Pickup Trucks 2WD,4.0,2.3,0,0,0,0,0,0,Rear-Wheel Drive,22,18.18,17,23.53,26,15.38,23,17.39,20,20.0,17,23.53,14,11
39752,2023,Ford,Ranger 2WD,Standard Pickup Trucks 2WD,4.0,2.3,0,0,0,0,0,0,Rear-Wheel Drive,23,17.39,18,22.22,26,15.38,23,17.39,20,20.0,17,23.53,14,11
39753,2023,Ford,F150 Pickup 4WD,Standard Pickup Trucks 4WD,6.0,2.7,0,0,0,0,0,0,Part-time 4-Wheel Drive,20,20.0,16,25.0,23,17.39,20,20.0,17,23.53,14,28.57,12,10
39755,2023,Ford,F150 Pickup 4WD,Standard Pickup Trucks 4WD,6.0,2.7,0,0,0,0,0,0,Part-time 4-Wheel Drive,20,20.0,16,25.0,24,16.67,21,19.05,18,22.22,15,26.67,13,11
39756,2023,Ford,F150 Pickup 4WD,Standard Pickup Trucks 4WD,6.0,3.5,0,0,0,0,0,0,Part-time 4-Wheel Drive,19,21.05,15,26.67,23,17.39,20,20.0,17,23.53,14,28.57,12,10
39757,2023,Ford,F150 Pickup 4WD,Standard Pickup Trucks 4WD,6.0,3.5,0,0,0,0,0,0,Part-time 4-Wheel Drive,20,20.0,16,25.0,23,17.39,20,20.0,17,23.53,14,28.57,12,10
39758,2023,Ford,F150 Pickup 4WD FFV,Standard Pickup Trucks 4WD,6.0,3.3,0,0,0,0,0,0,Part-time 4-Wheel Drive,20,20.0,16,25.0,22,18.18,19,21.05,16,25.0,14,28.57,12,10
39759,2023,Ford,F150 Pickup 4WD FFV,Standard Pickup Trucks 4WD,8.0,5.0,0,0,0,0,0,0,Part-time 4-Wheel Drive,18,22.22,14,28.57,22,18.18,19,21.05,16,25.0,14,28.57,12,10
39760,2023,Ford,F150 Pickup 4WD FFV,Standard Pickup Trucks 4WD,8.0,5.0,0,0,0,0,0,0,Part-time 4-Wheel Drive,19,21.05,15,26.67,22,18.18,19,21.05,16,25.0,14,28.57,12,10
39761,2023,Ford,F150 Pickup 4WD HEV,Standard Pickup Trucks 4WD,6.0,3.5,0,0,0,0,0,0,Part-time 4-Wheel Drive,23,17.39,18,22.22,23,17.39,20,20.0,17,23.53,14,28.57,12,10
39762,2023,Ford,F150 Pickup Tremor 4WD,Standard Pickup Trucks 4WD,6.0,3.5,0,0,0,0,0,0,Part-time 4-Wheel Drive,18,22.22,14,28.57,20,20.0,18,22.22,16,25.0,14,28.57,12,10
39763,2023,Ford,F150 Pickup Tremor 4WD,Standard Pickup Trucks 4WD,6.0,3.5,0,0,0,0,0,0,Part-time 4-Wheel Drive,18,22.22,14,28.57,20,20.0,18,22.22,16,25.0,14,28.57,12,10
39764,2023,Ford,F150 Pickup Tremor 4WD FFV,Standard Pickup Trucks 4WD,8.0,5.0,0,0,0,0,0,0,Part-time 4-Wheel Drive,17,23.53,13,30.77,20,20.0,18,22.22,16,25.0,14,28.57,12,10
39766,2023,Ford,F150 Pickup Tremor 4WD FFV,Standard Pickup Trucks 4WD,8.0,5.0,0,0,0,0,0,0,Part-time 4-Wheel Drive,17,23.53,13,30.77,20,20.0,18,22.22,16,25.0,14,28.57,12,10
39767,2023,Ford,F150 RAPTOR 37 4WD,Standard Pickup Trucks 4WD,6.0,3.5,0,0,0,0,0,0,Part-time 4-Wheel Drive,15,26.67,12,33.33,16,25.0,14,28.57,12,33.33,10,40.0,8,6
39768,2023,Ford,F150 RAPTOR 37 4WD,Standard Pickup Trucks 4WD,6.0,3.5,0,0,0,0,0,0,Part-time 4-Wheel Drive,15,26.67,12,33.33,16,25.0,14,28.57,12,33.33,10,40.0,8,6
39769,2023,Ford,F150 RAPTOR 4WD,Standard Pickup Trucks 4WD,6.0,3.5,0,0,0,0,0,0,Part-time 4-Wheel Drive,15,26.67,12,33.33,18,22.22,16,25.0,14,28.57,12,33.33,10,8
39770,2023,Ford,F150 RAPTOR 4WD,Standard Pickup Trucks 4WD,6.0,3.5,0,0,0,0,0,0,Part-time 4-Wheel Drive,16,25.0,12,33.33,18,22.22,16,25.0,14,28.57,12,33.33,10,8
39771,2023,Ford,F150 RAPTOR R 4WD,Standard Pickup Trucks 4WD,8.0,5.2,0,0,0,0,0,0,Part-time 4-Wheel Drive,12,33.33,9,44.44,15,26.67,13,30.77,11,36.36,9,44.44,7,5
39772,2023,Ford,Ranger 4WD,Standard Pickup Trucks 4WD,4.0,2.3,0,0,0,0,0,0,Part-time 4-Wheel Drive,21,19.05,16,25.0,24,16.67,21,19.05,18,22.22,15,26.67,13,11
39773,2023,Ford,Ranger 4WD,Standard Pickup Trucks 4WD,4.0,2.3,0,0,0,0,0,0,Part-time 4-Wheel Drive,22,18.18,17,23.53,24,16.67,21,19.05,18,22.22,15,26.67,13,11
39774,2023,Ford,Ranger Tremor 4WD,Standard Pickup Trucks 4WD,4.0,2.3,0,0,0,0,0,0,Part-time 4-Wheel Drive,19,21.05,15,26.67,19,21.05,17,23.53,15,26.67,13,30.77,11,9
39775,2023,Ford,Bronco 4WD,Small Sport Utility Vehicle 4WD,4.0,2.3,0,0,0,0,0,0,Part-time 4-Wheel Drive,20,20.0,16,25.0,21,19.05,18,22.22,16,25.0,14,28.57,12,10
39777,2023,Ford,Bronco 4WD,Small Sport Utility Vehicle 4WD,4.0,2.3,0,0,0,0,0,0,Part-time 4-Wheel Drive,20,20.0,16,25.0,21,19.05,18,22.22,16,25.0,14,28.57,12,10
39778,2023,Ford,Bronco 4WD,Small Sport Utility Vehicle 4WD,6.0,2.7,0,0,0,0,0,0,Part-time 4-Wheel Drive,20,20.0,16,25.0,21,19.05,18,22.22,16,25.0,14,28.57,12,10
39779,2023,Ford,Bronco Badlands 4WD,Small Sport Utility Vehicle 4WD,4.0,2.3,0,0,0,0,0,0,Part-time 4-Wheel Drive,17,23.53,13,30.77,17,23.53,15,26.67,13,30.77,11,36.36,9,7
39780,2023,Ford,Bronco Badlands 4WD,Small Sport Utility Vehicle 4WD,4.0,2.3,0,0,0,0,0,0,Part-time 4-Wheel Drive,17,23.53,13,30.77,17,23.53,15,26.67,13,30.77,11,36.36,9,7
39781,2023,Ford,Bronco Badlands 4WD,Small Sport Utility Vehicle 4WD,6.0,2.7,0,0,0,0,0,0,Part-time 4-Wheel Drive,17,23.53,13,30.77,17,23.53,15,26.67,13,30.77,11,36.36,9,7
39782,2023,Ford,Bronco Black Diamond 4WD,Small Sport Utility Vehicle 4WD,4.0,2.3,0,0,0,0,0,0,Part-time 4-Wheel Drive,18,22.22,14,28.57,18,22.22,16,25.0,14,28.57,12,33.33,10,8
39783,2023,Ford,Bronco Black Diamond 4WD,Small Sport Utility Vehicle 4WD,4.0,2.3,0,0,0,0,0,0,Part-time 4-Wheel Drive,17,23.53,13,30.77,18,22.22,16,25.0,14,28.57,12,33.33,10,8
39784,2023,Ford,Bronco Black Diamond 4WD,Small Sport Utility Vehicle 4WD,6.0,2.7,0,0,0,0,0,0,Part-time 4-Wheel Drive,18,22.22,14,28.57,18,22.22,16,25.0,14,28.57,12,33.33,10,8
39785,2023,Ford,Bronco Sasquatch 4WD,Small Sport Utility Vehicle 4WD,4.0,2.3,0,0,0,0,0,0,Part-time 4-Wheel Drive,18,22.22,14,28.57,17,23.53,15,26.67,13,30.77,11,36.36,9,7
39786,2023,Ford,Bronco Sasquatch 4WD,Small Sport Utility Vehicle 4WD,4.0,2.3,0,0,0,0,0,0,Part-time 4-Wheel Drive,17,23.53,13,30.77,18,22.22,16,25.0,14,28.57,12,33.33,10,8
39789,2023,Ford,Bronco Sasquatch 4WD,Small Sport Utility Vehicle 4WD,6.0,2.7,0,0,0,0,0,0,Part-time 4-Wheel Drive,17,23.53,13,30.77,17,23.53,15,26.67,13,30.77,11,36.36,9,7
39790,2023,Lincoln,Aviator RWD,Standard Sport Utility Vehicle 2WD,6.0,3.0,0,0,0,0,0,0,Rear-Wheel Drive,21,19.05,16,25.0,26,15.38,23,17.39,20,20.0,17,23.53,14,11
39791,2023,Ford,Bronco Raptor 4WD,Standard Sport Utility Vehicle 4WD,6.0,3.0,0,0,0,0,0,0,Part-time 4-Wheel Drive,15,26.67,12,33.33,16,25.0,14,28.57,12,33.33,10,40.0,8,6
39792,2023,Lincoln,Aviator AWD,Standard Sport Utility Vehicle 4WD,6.0,3.0,0,0,0,0,0,0,Part-time 4-Wheel Drive,20,20.0,16,25.0,24,16.67,21,19.05,18,22.22,15,26.67,13,11
39793,2023,Tesla,Model 3 Long Range AWD,Midsize Cars,,,0,0,97,15,0,0,All-Wheel Drive,131,3.05,104,3.85,126,3.17,113,3.54,100,4.0,88,4.55,76,64
39794,2023,Tesla,Model 3 Performance AWD,Midsize Cars,,,0,0,97,15,0,0,All-Wheel Drive,113,3.54,90,4.44,107,3.74,96,4.17,85,4.71,74,5.41,64,54
39795,2023,Tesla,Model 3 RWD,Midsize Cars,,,0,0,97,15,0,0,Rear-Wheel Drive,132,3.03,105,3.81,126,3.17,113,3.54,100,4.0,88,4.55,76,64
39796,2023,Tesla,Model S,Large Cars,,,0,0,0,0,94,26,All-Wheel Drive,120,3.33,96,4.17,115,3.48,103,3.88,91,4.4,80,5.0,69,58
39797,2023,Tesla,Model X,Standard Sport Utility Vehicle 4WD,,,0,0,0,0,0,0,All-Wheel Drive,102,3.92,81,4.94,97,4.12,87,4.6,77,5.19,67,5.97,58,49
39798,2023,Tesla,Model X Plaid (20 inch wheels),Standard Sport Utility Vehicle 4WD,,,0,0,0,0,0,0,All-Wheel Drive,98,4.08,78,5.13,93,4.3,83,4.82,73,5.48,64,6.25,55,46
39800,2023,Tesla,Model X Plaid (22 inch wheels),Standard Sport Utility Vehicle 4WD,,,0,0,0,0,0,0,All-Wheel Drive,91,4.4,72,5.56,88,4.55,79,5.06,70,5.71,61,6.56,53,45
39801,2023,Tesla,Model Y AWD,Small Sport Utility Vehicle 4WD,,,0,0,0,0,0,0,All-Wheel Drive,123,3.25,98,4.08,116,3.45,104,3.85,92,4.35,80,5.0,69,58
39802,2023,Tesla,Model Y Long Range AWD,Small Sport Utility Vehicle 4WD,,,0,0,0,0,0,0,All-Wheel Drive,122,3.28,97,4.12,117,3.42,105,3.81,93,4.3,81,4.94,70,59
39803,2023,Tesla,Model Y Performance AWD,Small Sport Utility Vehicle 4WD,,,0,0,0,0,0,0,All-Wheel Drive,111,3.6,88,4.55,106,3.77,95,4.21,84,4.76,73,5.48,63,53
39804,2023,Mercedes-Benz,AMG E53 4matic Plus Coupe,Subcompact Cars,6.0,3.0,89,10,0,0,0,0,All-Wheel Drive,23,17.39,18,22.22,28,14.29,25,16.0,22,18.18,19,21.05,16,13
39805,2023,Mercedes-Benz,AMG E53 4matic Plus Convertible,Subcompact Cars,6.0,3.0,87,9,0,0,0,0,All-Wheel Drive,23,17.39,18,22.22,27,14.81,24,16.67,21,19.05,18,22.22,15,12
39806,2023,Mercedes-Benz,E450 Convertible,Subcompact Cars,6.0,3.0,87,9,0,0,0,0,Rear-Wheel Drive,25,16.0,20,20.0,29,13.79,26,15.38,23,17.39,20,20.0,17,14
39807,2023,Mercedes-Benz,AMG C43 4matic Convertible,Subcompact Cars,6.0,3.0,81,9,0,0,0,0,All-Wheel Drive,22,18.18,17,23.53,28,14.29,25,16.0,22,18.18,19,21.05,16,13
39808,2023,Toyota,GR Corolla,Subcompact Cars,3.0,1.6,0,0,0,0,67,27,All-Wheel Drive,24,16.67,19,21.05,28,14.29,25,16.0,22,18.18,19,21.05,16,13
39809,2023,Mercedes-Benz,AMG CLA45 4matic,Compact Cars,4.0,2.0,89,12,0,0,0,0,All-Wheel Drive,23,17.39,18,22.22,28,14.29,25,16.0,22,18.18,19,21.05,16,13
39811,2023,Mercedes-Benz,AMG GT 43 4matic Plus,Compact Cars,6.0,3.0,0,0,96,13,0,0,All-Wheel Drive,21,19.05,16,25.0,24,16.67,21,19.05,18,22.22,15,26.67,13,11
39812,2023,Mercedes-Benz,AMG GT 53 4matic Plus,Compact Cars,6.0,3.0,0,0,96,13,0,0,All-Wheel Drive,21,19.05,16,25.0,24,16.67,21,19.05,18,22.22,15,26.67,13,11
39813,2023,Mercedes-Benz,AMG E53 4matic Plus,Midsize Cars,6.0,3.0,0,0,97,13,0,0,All-Wheel Drive,24,16.67,19,21.05,29,13.79,26,15.38,23,17.39,20,20.0,17,14
39814,2023,Mercedes-Benz,AMG GLA45 4matic,Small Station Wagons,4.0,2.0,0,0,102,12,0,0,All-Wheel Drive,22,18.18,17,23.53,25,16.0,22,18.18,19,21.05,16,25.0,13,11
39815,2023,Ram,1500 2WD,Standard Pickup Trucks 2WD,6.0,3.6,0,0,0,0,0,0,Rear-Wheel Drive,22,18.18,17,23.53,25,16.0,22,18.18,19,21.05,16,25.0,13,11
39816,2023,Ram,1500 2WD,Standard Pickup Trucks 2WD,8.0,5.7,0,0,0,0,0,0,Rear-Wheel Drive,20,20.0,16,25.0,23,17.39,20,20.0,17,23.53,14,28.57,12,10
39817,2023,Ram,1500 4WD,Standard Pickup Trucks 4WD,6.0,3.0,0,0,0,0,0,0,4-Wheel Drive,24,16.67,19,21.05,29,13.79,26,15.38,23,17.39,20,20.0,17,14
39818,2023,Ram,1500 4WD,Standard Pickup Trucks 4WD,6.0,3.6,0,0,0,0,0,0,4-Wheel Drive,21,19.05,16,25.0,24,16.67,21,19.05,18,22.22,15,26.67,13,11
39819,2023,Ram,1500 4WD,Standard Pickup Trucks 4WD,8.0,5.7,0,0,0,0,0,0,4-Wheel Drive,19,21.05,15,26.67,22,18.18,19,21.05,16,25.0,14,28.57,12,10
39820,2023,Ram,1500 TRX 4WD,Standard Pickup Trucks 4WD,8.0,6.2,0,0,0,0,0,0,4-Wheel Drive,12,33.33,9,44.44,14,28.57,12,33.33,10,40.0,8,50.0,6,5
39822,2023,Lexus,RX 350,Small Sport Utility Vehicle 2WD,4.0,2.4,0,0,0,0,0,0,Front-Wheel Drive,25,16.0,20,20.0,29,13.79,26,15.38,23,17.39,20,20.0,17,14
39823,2023,Jeep,Renegade 4WD,Small Sport Utility Vehicle 4WD,4.0,1.3,0,0,0,0,0,0,All-Wheel Drive,26,15.38,20,20.0,29,13.79,26,15.38,23,17.39,20,20.0,17,14
39824,2023,Jeep,Renegade Trailhawk 4WD,Small Sport Utility Vehicle 4WD,4.0,1.3,0,0,0,0,0,0,All-Wheel Drive,24,16.67,19,21.05,27,14.81,24,16.67,21,19.05,18,22.22,15,12
39825,2023,Lexus,RX 350 AWD,Small Sport Utility Vehicle 4WD,4.0,2.4,0,0,0,0,0,0,All-Wheel Drive,24,16.67,19,21.05,28,14.29,25,16.0,22,18.18,19,21.05,16,13
39826,2023,Mazda,CX-30 4WD,Small Sport Utility Vehicle 4WD,4.0,2.5,0,0,0,0,0,0,4-Wheel Drive,29,13.79,23,17.39,33,12.12,29,13.79,25,16.0,22,18.18,19,16
39827,2023,Mazda,CX-30 4WD,Small Sport Utility Vehicle 4WD,4.0,2.5,0,0,0,0,0,0,4-Wheel Drive,25,16.0,20,20.0,30,13.33,27,14.81,24,16.67,21,19.05,18,15
39828,2023,Jeep,Wagoneer 2WD,Standard Sport Utility Vehicle 2WD,6.0,3.0,0,0,0,0,0,0,Rear-Wheel Drive,20,20.0,16,25.0,24,16.67,21,19.05,18,22.22,15,26.67,13,11
39829,2023,Jeep,Wagoneer L 2WD,Standard Sport Utility Vehicle 2WD,6.0,3.0,0,0,0,0,0,0,Rear-Wheel Drive,20,20.0,16,25.0,24,16.67,21,19.05,18,22.22,15,26.67,13,11
39830,2023,Nissan,Armada 2WD,Standard Sport Utility Vehicle 2WD,8.0,5.6,0,0,0,0,0,0,Rear-Wheel Drive,16,25.0,12,33.33,19,21.05,17,23.53,15,26.67,13,30.77,11,9
39831,2023,Dodge,Durango SRT AWD,Standard Sport Utility Vehicle 4WD,8.0,6.2,0,0,0,0,0,0,All-Wheel Drive,13,30.77,10,40.0,17,23.53,15,26.67,13,30.77,11,36.36,9,7
39833,2023,Dodge,Durango SRT AWD,Standard Sport Utility Vehicle 4WD,8.0,6.4,0,0,0,0,0,0,All-Wheel Drive,15,26.67,12,33.33,19,21.05,17,23.53,15,26.67,13,30.77,11,9
39834,2023,Jeep,Wagoneer 4WD,Standard Sport Utility Vehicle 4WD,6.0,3.0,0,0,0,0,0,0,All-Wheel Drive,19,21.05,15,26.67,23,17.39,20,20.0,17,23.53,14,28.57,12,10
39835,2023,Jeep,Wagoneer L 4WD,Standard Sport Utility Vehicle 4WD,6.0,3.0,0,0,0,0,0,0,All-Wheel Drive,19,21.05,15,26.67,23,17.39,20,20.0,17,23.53,14,28.57,12,10
39836,2023,Lexus,LX 600,Standard Sport Utility Vehicle 4WD,6.0,3.4,0,0,0,0,0,0,All-Wheel Drive,19,21.05,15,26.67,22,18.18,19,21.05,16,25.0,14,28.57,12,10
39837,2023,Mercedes-Benz,G550,Standard Sport Utility Vehicle 4WD,8.0,4.0,0,0,0,0,0,0,4-Wheel Drive,14,28.57,11,36.36,16,25.0,14,28.57,12,33.33,10,40.0,8,6
39839,2023,BMW,530e Sedan,Compact Cars,4.0,2.0,0,0,99,10,0,0,Rear-Wheel Drive,26,15.38,20,20.0,29,13.79,26,15.38,23,17.39,20,20.0,17,14
39840,2023,BMW,530e xDrive Sedan,Compact Cars,4.0,2.0,0,0,99,10,0,0,All-Wheel Drive,25,16.0,20,20.0,28,14.29,25,16.0,22,18.18,19,21.05,16,13
39841,2023,BMW,X5 xDrive45e,Standard Sport Utility Vehicle 4WD,6.0,3.0,0,0,0,0,0,0,All-Wheel Drive,20,20.0,16,25.0,22,18.18,19,21.05,16,25.0,14,28.57,12,10
39842,2023,Chrysler,Pacifica Hybrid,Minivan - 2WD,6.0,3.6,0,0,0,0,0,0,Front-Wheel Drive,30,13.33,24,16.67,30,13.33,27,14.81,24,16.67,21,19.05,18,15
39844,2023,Hyundai,Santa Fe Plug-in Hybrid,Small Sport Utility Vehicle 4WD,4.0,1.6,0,0,0,0,0,0,All-Wheel Drive,33,12.12,26,15.38,32,12.5,28,14.29,24,16.67,21,19.05,18,15
39845,2023,Hyundai,Tucson Plug-in Hybrid,Small Sport Utility Vehicle 4WD,4.0,1.6,0,0,0,0,0,0,All-Wheel Drive,35,11.43,28,14.29,35,11.43,31,12.9,27,14.81,23,17.39,20,17
39846,2023,Jeep,Wrangler 4dr 4xe,Small Sport Utility Vehicle 4WD,4.0,2.0,0,0,0,0,0,0,4-Wheel Drive,20,20.0,16,25.0,20,20.0,18,22.22,16,25.0,14,28.57,12,10
39847,2023,Jeep,Grand Cherokee 4xe,Standard Sport Utility Vehicle 4WD,4.0,2.0,0,0,0,0,0,0,4-Wheel Drive,23,17.39,18,22.22,24,16.67,21,19.05,18,22.22,15,26.67,13,11
39848,2023,Lexus,NX 450h Plus AWD,Small Sport Utility Vehicle 4WD,4.0,2.5,0,0,0,0,0,0,All-Wheel Drive,36,11.11,28,14.29,33,12.12,29,13.79,25,16.0,22,18.18,19,16
39849,2023,Lincoln,Aviator PHEV AWD,Standard Sport Utility Vehicle 4WD,6.0,3.0,0,0,0,0,0,0,Part-time 4-Wheel Drive,23,17.39,18,22.22,25,16.0,22,18.18,19,21.05,16,25.0,13,11
39850,2023,Porsche,Panamera 4 e-Hybrid,Large Cars,6.0,2.9,0,0,0,0,98,27,All-Wheel Drive,22,18.18,17,23.53,24,16.67,21,19.05,18,22.22,15,26.67,13,11
39851,2023,Porsche,Panamera 4S E-Hybrid,Large Cars,6.0,2.9,0,0,0,0,98,27,All-Wheel Drive,22,18.18,17,23.53,23,17.39,20,20.0,17,23.53,14,28.57,12,10
39852,2023,Porsche,Panamera Turbo S e-Hybrid,Large Cars,8.0,4.0,0,0,0,0,98,27,All-Wheel Drive,19,21.05,15,26.67,22,18.18,19,21.05,16,25.0,14,28.57,12,10
39853,2023,Porsche,Cayenne Turbo S e-Hybrid,Standard Sport Utility Vehicle 4WD,8.0,4.0,0,0,0,0,0,0,All-Wheel Drive,18,22.22,14,28.57,20,20.0,18,22.22,16,25.0,14,28.57,12,10
39855,2023,Porsche,Cayenne Turbo S e-Hybrid Coupe,Standard Sport Utility Vehicle 4WD,8.0,4.0,0,0,0,0,0,0,All-Wheel Drive,18,22.22,14,28.57,20,20.0,18,22.22,16,25.0,14,28.57,12,10
39856,2023,Volvo,S90 T8 AWD Recharge ext. Range,Midsize Cars,4.0,2.0,0,0,102,14,0,0,All-Wheel Drive,30,13.33,24,16.67,33,12.12,29,13.79,25,16.0,22,18.18,19,16
39857,2023,Volvo,V60 T8 AWD Recharge ext. Range,Small Station Wagons,4.0,2.0,0,0,94,29,0,0,All-Wheel Drive,31,12.9,24,16.67,33,12.12,29,13.79,25,16.0,22,18.18,19,16
39858,2023,Mercedes-Benz,AMG CLA35 4matic,Compact Cars,4.0,2.0,0,0,89,12,0,0,All-Wheel Drive,24,16.67,19,21.05,29,13.79,26,15.38,23,17.39,20,20.0,17,14
39859,2023,Dodge,Challenger,Midsize Cars,6.0,3.6,94,16,0,0,0,0,Rear-Wheel Drive,23,17.39,18,22.22,30,13.33,27,14.81,24,16.67,21,19.05,18,15
39860,2023,Dodge,Challenger,Midsize Cars,8.0,5.7,94,16,0,0,0,0,Rear-Wheel Drive,19,21.05,15,26.67,25,16.0,22,18.18,19,21.05,16,25.0,13,11
39861,2023,Dodge,Challenger,Midsize Cars,8.0,5.7,94,16,0,0,0,0,Rear-Wheel Drive,18,22.22,14,28.57,23,17.39,20,20.0,17,23.53,14,28.57,12,10
39862,2023,Dodge,Challenger,Midsize Cars,8.0,6.4,94,16,0,0,0,0,Rear-Wheel Drive,18,22.22,14,28.57,24,16.67,21,19.05,18,22.22,15,26.67,13,11
39863,2023,Dodge,Challenger,Midsize Cars,8.0,6.4,94,16,0,0,0,0,Rear-Wheel Drive,17,23.53,13,30.77,23,17.39,20,20.0,17,23.53,14,28.57,12,10
39864,2023,Dodge,Challenger SRT,Midsize Cars,8.0,6.2,94,16,0,0,0,0,Rear-Wheel Drive,16,25.0,12,33.33,22,18.18,19,21.05,16,25.0,14,28.57,12,10
39866,2023,Dodge,Challenger Widebody,Midsize Cars,8.0,6.4,94,16,0,0,0,0,Rear-Wheel Drive,18,22.22,14,28.57,24,16.67,21,19.05,18,22.22,15,26.67,13,11
39867,2023,Dodge,Challenger Widebody,Midsize Cars,8.0,6.4,94,16,0,0,0,0,Rear-Wheel Drive,17,23.53,13,30.77,23,17.39,20,20.0,17,23.53,14,28.57,12,10
39868,2023,Dodge,Challenger AWD,Midsize Cars,6.0,3.6,94,16,0,0,0,0,All-Wheel Drive,21,19.05,16,25.0,27,14.81,24,16.67,21,19.05,18,22.22,15,12
39869,2023,Dodge,Challenger SRT Widebody,Midsize Cars,8.0,6.2,94,16,0,0,0,0,Rear-Wheel Drive,15,26.67,12,33.33,21,19.05,18,22.22,16,25.0,14,28.57,12,10
